"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"rule_501","ECB Leveraged Finance Identification","Identify corporate borrowers that exhibit characteristics of highly leveraged finance in accordance with ECB Leveraged Finance Guidelines. The rule evaluates leverage ratio, profitability, debt servicing capacity and credit quality. Borrowers with high Net Debt to EBITDA, low EBITDA margins, weak debt-service coverage and non-investment-grade ratings are classified as leveraged and require enhanced monitoring and regulatory reporting.","Wholesale Banking","Credit & Lending","[""BORROWER_MASTER_501"", ""FINANCIALS_501"", ""DEBT_PROFILE_501"", ""CREDIT_RATING_501"", ""DEBT_SERVICE_501""]","[{""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""BORROWER_MASTER_501"", ""right_keys"": [""borrower_id""], ""right_table"": ""FINANCIALS_501""}, {""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""BORROWER_MASTER_501"", ""right_keys"": [""borrower_id""], ""right_table"": ""DEBT_PROFILE_501""}, {""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""BORROWER_MASTER_501"", ""right_keys"": [""borrower_id""], ""right_table"": ""CREDIT_RATING_501""}, {""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""BORROWER_MASTER_501"", ""right_keys"": [""borrower_id""], ""right_table"": ""DEBT_SERVICE_501""}]","{""CREDIT_RATING_501"": {""credit_rating"": {""in"": [""BB+"", ""BB"", ""BB-"", ""B+"", ""B"", ""B-"", ""CCC"", ""CC"", ""C"", ""D"", ""UNRATED""]}}}","{""BORROWER_MASTER_501"": {""dscr"": {""alias"": ""dscr"", ""expression"": ""(FINANCIALS_501.operating_cash_flow_mn / NULLIF(DEBT_SERVICE_501.annual_debt_service_mn,0))""}, ""borrower_id"": ""borrower_id"", ""ebitda_margin"": {""alias"": ""ebitda_margin"", ""expression"": ""(FINANCIALS_501.ebitda_mn / NULLIF(BORROWER_MASTER_501.annual_revenue_mn,0))""}, ""leverage_ratio"": {""alias"": ""leverage_ratio"", ""expression"": ""((DEBT_PROFILE_501.total_debt_mn - DEBT_PROFILE_501.cash_mn) / NULLIF(FINANCIALS_501.ebitda_mn,0))""}}}","{}","{}","{}","{}","[{""column"": ""borrower_id"", ""direction"": ""asc""}]","((DEBT_PROFILE_501.total_debt_mn - DEBT_PROFILE_501.cash_mn)
 / NULLIF(FINANCIALS_501.ebitda_mn,0)) >= 4

AND

(FINANCIALS_501.ebitda_mn
 / NULLIF(BORROWER_MASTER_501.annual_revenue_mn,0)) <= 0.10

AND

(FINANCIALS_501.operating_cash_flow_mn
 / NULLIF(DEBT_SERVICE_501.annual_debt_service_mn,0)) < 1.5",False,"ECB Leveraged Finance",NULL,"Banking","Corportate Institution Banking"
"SD_DCCB_Other_Current","Other DCCBs – Current",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Current""}}, ""counterparty"": {""Sector"": {""eq"": ""Other DCCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_DCCB_Other_Otherwise","Other DCCBs – Otherwise",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Otherwise""}}, ""counterparty"": {""Sector"": {""eq"": ""Other DCCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_DCCB_Other_Saving","Other DCCBs – Saving",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Saving""}}, ""counterparty"": {""Sector"": {""eq"": ""Other DCCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_DCCB_Other_Term","Other DCCBs – Term",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Term""}}, ""counterparty"": {""Sector"": {""eq"": ""Other DCCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_OthersExclPublic_Current","Others (excluding Public) – Current",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Current""}}, ""counterparty"": {""Sector"": {""eq"": ""Others (excluding Public)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_OthersExclPublic_Otherwise","Others (excluding Public) – Otherwise",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Otherwise""}}, ""counterparty"": {""Sector"": {""eq"": ""Others (excluding Public)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_OthersExclPublic_Saving","Others (excluding Public) – Saving",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Saving""}}, ""counterparty"": {""Sector"": {""eq"": ""Others (excluding Public)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_OthersExclPublic_Term","Others (excluding Public) – Term",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Term""}}, ""counterparty"": {""Sector"": {""eq"": ""Others (excluding Public)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_PAC_Current","PACs – Current",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Current""}}, ""counterparty"": {""Sector"": {""eq"": ""PACs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_PAC_Otherwise","PACs – Otherwise",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Otherwise""}}, ""counterparty"": {""Sector"": {""eq"": ""PACs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_PAC_Saving","PACs – Saving",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Saving""}}, ""counterparty"": {""Sector"": {""eq"": ""PACs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_PAC_Term","PACs – Term",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Term""}}, ""counterparty"": {""Sector"": {""eq"": ""PACs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_Public_Current","Public – Current",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Current""}}, ""counterparty"": {""Sector"": {""eq"": ""Public""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_Public_Otherwise","Public – Otherwise",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Otherwise""}}, ""counterparty"": {""Sector"": {""eq"": ""Public""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_Public_Saving","Public – Saving",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Saving""}}, ""counterparty"": {""Sector"": {""eq"": ""Public""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_Public_Term","Public – Term",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Term""}}, ""counterparty"": {""Sector"": {""eq"": ""Public""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_SCB_Current","SCBs – Current",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Current""}}, ""counterparty"": {""Sector"": {""eq"": ""SCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_SCB_Otherwise","SCBs – Otherwise",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Otherwise""}}, ""counterparty"": {""Sector"": {""eq"": ""SCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"SD_SCB_Saving","SCBs – Saving",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Deposits""}, ""product_level_3"": {""eq"": ""Saving""}}, ""counterparty"": {""Sector"": {""eq"": ""SCBs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
